tenant_id,description,amount,type,date,status,client_id
1,Service Payment,669.65,income,2025-10-06,paid,
1,Operational Cost,602.85,expense,2025-01-28,paid,
1,Operational Cost,299.13,expense,2025-01-26,paid,
1,Operational Cost,841.51,expense,2025-03-14,paid,
1,Service Payment,701.82,income,2025-01-18,paid,
1,Service Payment,148.87,income,2025-07-18,paid,
1,Service Payment,1028.57,income,2025-04-30,paid,
1,Service Payment,107.20,income,2025-06-20,paid,
1,Service Payment,923.48,income,2025-06-22,paid,
1,Service Payment,638.67,income,2025-04-16,paid,
1,Service Payment,750.39,income,2025-07-24,paid,
1,Service Payment,823.81,income,2025-05-27,paid,
1,Service Payment,671.54,income,2025-06-06,paid,
1,Operational Cost,236.98,expense,2025-10-21,paid,
1,Service Payment,755.48,income,2025-06-15,paid,
1,Service Payment,383.16,income,2025-09-18,paid,
1,Operational Cost,795.35,expense,2025-09-13,paid,
1,Operational Cost,515.97,expense,2025-04-09,paid,
1,Service Payment,802.18,income,2025-03-25,paid,
1,Service Payment,1074.09,income,2025-04-30,paid,
1,Service Payment,401.65,income,2025-10-17,paid,
1,Service Payment,905.43,income,2025-02-22,paid,
1,Operational Cost,399.29,expense,2025-06-21,paid,
1,Service Payment,491.65,income,2025-10-12,paid,
1,Operational Cost,856.77,expense,2025-04-13,paid,
1,Service Payment,172.77,income,2025-01-04,paid,
1,Service Payment,172.87,income,2025-10-31,paid,
1,Service Payment,223.41,income,2025-07-19,paid,
1,Service Payment,533.44,income,2025-10-10,paid,
1,Service Payment,868.12,income,2025-01-18,paid,
1,Service Payment,439.16,income,2025-12-02,paid,
1,Service Payment,214.76,income,2025-05-09,paid,
1,Service Payment,903.43,income,2025-11-10,paid,
1,Service Payment,650.75,income,2025-11-30,paid,
1,Service Payment,495.79,income,2025-10-30,paid,
1,Service Payment,753.54,income,2025-07-19,paid,
1,Service Payment,648.06,income,2025-06-24,paid,
1,Service Payment,926.68,income,2025-02-20,paid,
1,Service Payment,284.16,income,2025-01-23,paid,
1,Operational Cost,789.87,expense,2025-10-03,paid,
1,Service Payment,990.60,income,2025-08-23,paid,
1,Service Payment,647.32,income,2025-01-17,paid,
1,Service Payment,313.53,income,2025-09-18,paid,
1,Service Payment,782.16,income,2025-05-06,paid,
1,Service Payment,423.30,income,2025-11-15,paid,
1,Service Payment,660.60,income,2025-07-29,paid,
1,Service Payment,1057.08,income,2025-07-27,paid,
1,Service Payment,901.62,income,2025-02-27,paid,
1,Service Payment,120.44,income,2025-08-16,paid,
1,Service Payment,256.92,income,2025-01-22,paid,
1,Operational Cost,1025.64,expense,2025-07-10,paid,
1,Service Payment,274.90,income,2025-04-17,paid,
1,Service Payment,106.16,income,2025-09-04,paid,
1,Operational Cost,823.94,expense,2025-05-04,paid,
1,Service Payment,310.49,income,2025-03-03,paid,
1,Service Payment,421.06,income,2025-01-18,paid,
1,Operational Cost,510.12,expense,2025-10-08,paid,
1,Service Payment,605.64,income,2025-04-12,paid,
1,Service Payment,923.42,income,2025-06-08,paid,
1,Service Payment,190.99,income,2025-04-22,paid,
1,Operational Cost,132.41,expense,2025-08-08,paid,
1,Service Payment,346.75,income,2025-09-11,paid,
1,Service Payment,192.81,income,2025-09-21,paid,
1,Service Payment,609.24,income,2025-08-08,paid,
1,Service Payment,380.29,income,2025-01-13,paid,
1,Service Payment,631.99,income,2025-11-08,paid,
1,Service Payment,882.55,income,2025-10-24,paid,
1,Service Payment,1095.24,income,2025-02-19,paid,
1,Service Payment,196.72,income,2025-06-16,paid,
1,Service Payment,476.44,income,2025-11-19,paid,
1,Operational Cost,623.41,expense,2025-07-20,paid,
1,Operational Cost,332.73,expense,2025-09-07,paid,
1,Service Payment,493.91,income,2025-11-20,paid,
1,Service Payment,246.76,income,2025-01-25,paid,
1,Operational Cost,795.69,expense,2025-12-10,paid,
1,Operational Cost,411.99,expense,2025-06-07,paid,
1,Service Payment,815.38,income,2025-08-27,paid,
1,Service Payment,1073.70,income,2025-01-25,paid,
1,Service Payment,515.78,income,2025-01-25,paid,
1,Operational Cost,460.88,expense,2025-01-05,paid,
1,Service Payment,289.60,income,2025-01-14,paid,
1,Service Payment,744.46,income,2025-01-29,paid,
1,Operational Cost,355.78,expense,2025-01-10,paid,
1,Service Payment,570.38,income,2025-02-01,paid,
1,Service Payment,665.88,income,2025-04-07,paid,
1,Service Payment,458.56,income,2025-03-16,paid,
1,Service Payment,437.28,income,2025-01-11,paid,
1,Service Payment,987.72,income,2025-10-07,paid,
1,Service Payment,237.27,income,2025-03-07,paid,
1,Service Payment,1076.14,income,2025-08-12,paid,
1,Operational Cost,655.84,expense,2025-01-14,paid,
1,Operational Cost,770.42,expense,2025-11-07,paid,
1,Operational Cost,420.98,expense,2025-09-11,paid,
1,Service Payment,884.04,income,2025-03-29,paid,
1,Operational Cost,741.54,expense,2025-07-02,paid,
1,Operational Cost,1031.81,expense,2025-01-08,paid,
1,Service Payment,140.28,income,2025-05-05,paid,
1,Service Payment,311.27,income,2025-09-18,paid,
1,Operational Cost,165.02,expense,2025-03-06,paid,
1,Operational Cost,844.84,expense,2025-10-30,paid,
1,Operational Cost,647.89,expense,2025-01-17,paid,
1,Service Payment,369.70,income,2025-05-02,paid,
1,Operational Cost,175.69,expense,2025-05-15,paid,
1,Service Payment,1098.31,income,2025-08-16,paid,
1,Service Payment,516.07,income,2025-08-28,paid,
1,Service Payment,932.23,income,2025-07-16,paid,
1,Operational Cost,198.66,expense,2025-02-15,paid,
1,Service Payment,191.16,income,2025-06-07,paid,
1,Service Payment,122.00,income,2025-03-18,paid,
1,Operational Cost,394.83,expense,2025-04-09,paid,
1,Service Payment,594.48,income,2025-12-10,paid,
1,Operational Cost,130.00,expense,2025-09-04,paid,
1,Operational Cost,918.65,expense,2025-01-07,paid,
1,Service Payment,147.59,income,2025-07-12,paid,
1,Service Payment,214.66,income,2025-01-31,paid,
1,Operational Cost,536.57,expense,2025-09-09,paid,
1,Operational Cost,809.66,expense,2025-09-04,paid,
1,Service Payment,182.97,income,2025-07-19,paid,
1,Service Payment,317.56,income,2025-08-04,paid,
1,Service Payment,784.57,income,2025-08-13,paid,
1,Operational Cost,594.61,expense,2025-01-27,paid,
1,Operational Cost,788.96,expense,2025-04-09,paid,
1,Operational Cost,1042.15,expense,2025-01-12,paid,
1,Service Payment,841.83,income,2025-03-07,paid,
1,Service Payment,607.55,income,2025-06-02,paid,
1,Operational Cost,840.34,expense,2025-06-07,paid,
1,Operational Cost,847.04,expense,2025-11-21,paid,
1,Operational Cost,437.81,expense,2025-02-05,paid,
1,Service Payment,653.52,income,2025-08-16,paid,
1,Operational Cost,214.85,expense,2025-03-31,paid,
1,Operational Cost,262.67,expense,2025-06-22,paid,
1,Service Payment,753.63,income,2025-03-28,paid,
1,Operational Cost,253.03,expense,2025-04-18,paid,
1,Service Payment,334.07,income,2025-04-20,paid,
1,Operational Cost,964.29,expense,2025-03-03,paid,
1,Operational Cost,936.71,expense,2025-07-04,paid,
1,Service Payment,590.89,income,2025-03-21,paid,
1,Service Payment,882.17,income,2025-05-13,paid,
1,Operational Cost,646.98,expense,2025-04-05,paid,
1,Operational Cost,167.74,expense,2025-08-31,paid,
1,Service Payment,607.24,income,2025-06-28,paid,
1,Service Payment,385.37,income,2025-08-15,paid,
1,Operational Cost,134.77,expense,2025-08-21,paid,
1,Operational Cost,787.14,expense,2025-06-04,paid,
1,Service Payment,1003.48,income,2025-06-16,paid,
1,Service Payment,374.87,income,2025-03-25,paid,
1,Operational Cost,874.32,expense,2025-10-22,paid,
1,Operational Cost,416.81,expense,2025-04-23,paid,
1,Operational Cost,886.73,expense,2025-03-04,paid,
1,Service Payment,448.13,income,2025-08-31,paid,
1,Service Payment,177.51,income,2025-04-29,paid,
1,Operational Cost,185.09,expense,2025-01-29,paid,
1,Operational Cost,306.26,expense,2025-07-17,paid,
1,Service Payment,555.24,income,2025-05-14,paid,
1,Service Payment,524.53,income,2025-02-24,paid,
1,Service Payment,674.37,income,2025-08-26,paid,
1,Service Payment,845.72,income,2025-02-01,paid,
1,Service Payment,979.83,income,2025-01-13,paid,
1,Operational Cost,696.13,expense,2025-07-20,paid,
1,Service Payment,355.84,income,2025-09-22,paid,
1,Service Payment,843.76,income,2025-05-09,paid,
1,Service Payment,118.72,income,2025-03-28,paid,
1,Service Payment,679.44,income,2025-07-16,paid,
1,Service Payment,306.66,income,2025-08-01,paid,
1,Service Payment,421.89,income,2025-03-21,paid,
1,Service Payment,518.46,income,2025-03-12,paid,
1,Service Payment,1086.73,income,2025-08-30,paid,
1,Service Payment,858.03,income,2025-08-17,paid,
1,Service Payment,566.16,income,2025-06-02,paid,
1,Operational Cost,1082.71,expense,2025-10-04,paid,
1,Service Payment,734.64,income,2025-01-28,paid,
1,Service Payment,150.91,income,2025-05-29,paid,
1,Service Payment,528.64,income,2025-09-18,paid,
1,Service Payment,233.21,income,2025-05-04,paid,
1,Service Payment,335.22,income,2025-05-09,paid,
1,Operational Cost,871.54,expense,2025-08-07,paid,
1,Service Payment,749.21,income,2025-06-05,paid,
1,Operational Cost,991.59,expense,2025-08-24,paid,
1,Service Payment,647.56,income,2025-09-08,paid,
1,Operational Cost,665.07,expense,2025-03-16,paid,
1,Service Payment,178.32,income,2025-11-12,paid,
1,Service Payment,807.21,income,2025-09-23,paid,
1,Operational Cost,903.40,expense,2025-03-26,paid,
1,Operational Cost,440.45,expense,2025-01-30,paid,
1,Service Payment,647.27,income,2025-06-16,paid,
1,Service Payment,627.40,income,2025-11-16,paid,
1,Service Payment,216.80,income,2025-11-12,paid,
1,Service Payment,737.36,income,2025-07-19,paid,
1,Service Payment,665.94,income,2025-06-08,paid,
1,Operational Cost,285.53,expense,2025-10-06,paid,
1,Operational Cost,1045.94,expense,2025-10-26,paid,
1,Operational Cost,108.39,expense,2025-02-11,paid,
1,Operational Cost,202.77,expense,2025-04-07,paid,
1,Service Payment,674.70,income,2025-05-10,paid,
1,Service Payment,902.79,income,2025-06-25,paid,
1,Operational Cost,426.78,expense,2025-02-11,paid,
1,Operational Cost,643.11,expense,2025-03-09,paid,
1,Service Payment,494.51,income,2025-03-30,paid,
1,Service Payment,338.06,income,2025-05-05,paid,
1,Service Payment,1048.56,income,2025-09-22,paid,
1,Service Payment,475.85,income,2025-04-24,paid,
1,Service Payment,516.92,income,2025-10-18,paid,
1,Operational Cost,379.09,expense,2025-03-07,paid,
1,Service Payment,418.73,income,2025-04-12,paid,
1,Service Payment,352.56,income,2025-05-02,paid,
1,Operational Cost,160.07,expense,2025-05-10,paid,
1,Operational Cost,814.38,expense,2025-09-14,paid,
1,Operational Cost,679.99,expense,2025-02-11,paid,
1,Operational Cost,755.36,expense,2025-07-25,paid,
1,Operational Cost,607.78,expense,2025-10-27,paid,
1,Service Payment,594.01,income,2025-04-20,paid,
1,Operational Cost,699.24,expense,2025-02-15,paid,
1,Operational Cost,1069.76,expense,2025-01-06,paid,
1,Service Payment,140.23,income,2025-05-09,paid,
1,Service Payment,604.90,income,2025-04-07,paid,
1,Operational Cost,182.37,expense,2025-08-15,paid,
1,Service Payment,232.45,income,2025-05-02,paid,
1,Operational Cost,906.43,expense,2025-02-09,paid,
1,Service Payment,292.38,income,2025-03-27,paid,
1,Service Payment,697.94,income,2025-09-30,paid,
1,Service Payment,477.06,income,2025-03-02,paid,
1,Service Payment,778.96,income,2025-08-24,paid,
1,Service Payment,1088.71,income,2025-02-18,paid,
1,Service Payment,627.17,income,2025-01-05,paid,
1,Service Payment,408.68,income,2025-07-13,paid,
1,Operational Cost,683.83,expense,2025-03-19,paid,
1,Service Payment,880.31,income,2025-06-11,paid,
1,Service Payment,557.73,income,2025-03-02,paid,
1,Service Payment,238.09,income,2025-07-08,paid,
1,Operational Cost,1080.98,expense,2025-12-02,paid,
1,Service Payment,355.13,income,2025-08-15,paid,
1,Operational Cost,1085.94,expense,2025-05-23,paid,
1,Service Payment,640.19,income,2025-05-29,paid,
1,Service Payment,1070.56,income,2025-04-14,paid,
1,Operational Cost,935.27,expense,2025-10-04,paid,
1,Operational Cost,120.61,expense,2025-07-01,paid,
1,Service Payment,458.25,income,2025-06-09,paid,
1,Service Payment,1041.01,income,2025-11-06,paid,
1,Operational Cost,592.68,expense,2025-11-29,paid,
1,Service Payment,656.45,income,2025-09-15,paid,
1,Service Payment,436.34,income,2025-06-04,paid,
1,Service Payment,611.82,income,2025-09-08,paid,
1,Service Payment,281.41,income,2025-01-18,paid,
1,Operational Cost,128.22,expense,2025-11-25,paid,
1,Service Payment,793.22,income,2025-04-12,paid,
1,Operational Cost,871.32,expense,2025-05-24,paid,
1,Operational Cost,272.79,expense,2025-03-17,paid,
1,Service Payment,597.93,income,2025-01-27,paid,
1,Service Payment,451.93,income,2025-10-15,paid,
1,Service Payment,155.05,income,2025-01-02,paid,
1,Service Payment,648.26,income,2025-10-01,paid,
1,Service Payment,431.42,income,2025-05-27,paid,
1,Service Payment,484.68,income,2025-05-15,paid,
1,Service Payment,685.67,income,2025-02-26,paid,
1,Operational Cost,404.85,expense,2025-06-16,paid,
1,Operational Cost,730.91,expense,2025-03-13,paid,
1,Service Payment,794.26,income,2025-04-09,paid,
1,Service Payment,812.92,income,2025-04-18,paid,
1,Operational Cost,708.94,expense,2025-05-11,paid,
1,Service Payment,892.25,income,2025-06-11,paid,
1,Service Payment,230.58,income,2025-07-06,paid,
1,Service Payment,439.21,income,2025-06-04,paid,
1,Service Payment,952.06,income,2025-04-10,paid,
1,Service Payment,741.04,income,2025-10-11,paid,
1,Operational Cost,296.96,expense,2025-06-15,paid,
1,Service Payment,291.64,income,2025-05-12,paid,
1,Operational Cost,756.30,expense,2025-10-27,paid,
1,Operational Cost,260.69,expense,2025-10-29,paid,
1,Service Payment,412.59,income,2025-05-27,paid,
1,Service Payment,1020.63,income,2025-10-02,paid,
1,Operational Cost,388.76,expense,2025-02-02,paid,
1,Service Payment,445.81,income,2025-01-26,paid,
1,Service Payment,387.30,income,2025-11-01,paid,
1,Service Payment,619.77,income,2025-12-08,paid,
1,Service Payment,1041.85,income,2025-07-16,paid,
1,Service Payment,805.39,income,2025-03-08,paid,
1,Service Payment,856.64,income,2025-01-26,paid,
1,Service Payment,479.55,income,2025-09-09,paid,
1,Service Payment,300.67,income,2025-01-17,paid,
1,Service Payment,386.93,income,2025-08-23,paid,
1,Operational Cost,393.15,expense,2025-03-12,paid,
1,Service Payment,318.72,income,2025-07-26,paid,
1,Service Payment,902.54,income,2025-07-08,paid,
1,Service Payment,1094.44,income,2025-04-29,paid,
1,Service Payment,236.57,income,2025-08-31,paid,
1,Operational Cost,930.23,expense,2025-01-13,paid,
1,Service Payment,514.94,income,2025-07-19,paid,
1,Operational Cost,317.07,expense,2025-08-05,paid,
1,Service Payment,218.27,income,2025-01-22,paid,
1,Service Payment,517.66,income,2025-02-10,paid,
1,Service Payment,330.76,income,2025-08-10,paid,
1,Service Payment,541.93,income,2025-05-21,paid,
1,Service Payment,295.34,income,2025-07-04,paid,
1,Service Payment,688.79,income,2025-09-06,paid,
1,Service Payment,801.54,income,2025-03-21,paid,
1,Service Payment,855.28,income,2025-09-10,paid,
1,Service Payment,1006.71,income,2025-07-23,paid,
1,Service Payment,570.16,income,2025-09-09,paid,
1,Service Payment,921.31,income,2025-08-21,paid,
1,Service Payment,956.17,income,2025-12-02,paid,
1,Service Payment,386.49,income,2025-08-01,paid,
1,Service Payment,118.09,income,2025-10-08,paid,
1,Service Payment,1073.36,income,2025-01-29,paid,
226,Service Payment,909.58,income,2025-03-06,paid,
226,Operational Cost,309.27,expense,2025-06-19,paid,
226,Operational Cost,573.22,expense,2025-05-16,paid,
226,Service Payment,420.79,income,2025-07-28,paid,
226,Operational Cost,707.62,expense,2025-04-23,paid,
226,Service Payment,1057.71,income,2025-04-07,paid,
226,Service Payment,269.71,income,2025-10-20,paid,
226,Service Payment,282.21,income,2025-06-05,paid,
226,Operational Cost,238.62,expense,2025-07-14,paid,
226,Service Payment,254.31,income,2025-02-03,paid,
226,Operational Cost,170.62,expense,2025-08-02,paid,
226,Service Payment,136.96,income,2025-04-15,paid,
226,Service Payment,902.07,income,2025-11-18,paid,
226,Operational Cost,975.73,expense,2025-06-10,paid,
226,Service Payment,683.65,income,2025-09-15,paid,
233,Operational Cost,770.00,expense,2025-08-17,paid,
233,Operational Cost,658.90,expense,2025-02-12,paid,
233,Operational Cost,227.61,expense,2025-10-13,paid,
233,Operational Cost,114.57,expense,2025-01-04,paid,
233,Operational Cost,1033.53,expense,2025-08-06,paid,
226,Service Payment,471.82,income,2025-07-15,paid,
226,Operational Cost,724.68,expense,2025-05-17,paid,
226,Operational Cost,877.92,expense,2025-03-25,paid,
226,Operational Cost,578.60,expense,2025-03-25,paid,
226,Service Payment,576.13,income,2025-04-27,paid,
226,Service Payment,803.39,income,2025-05-26,paid,
226,Service Payment,1027.34,income,2025-02-07,paid,
226,Service Payment,435.41,income,2025-05-07,paid,
226,Service Payment,950.77,income,2025-08-02,paid,
226,Operational Cost,486.23,expense,2025-10-16,paid,
226,Service Payment,171.53,income,2025-10-06,paid,
226,Service Payment,229.86,income,2025-10-13,paid,
226,Service Payment,1011.83,income,2025-08-04,paid,
226,Operational Cost,552.58,expense,2025-01-12,paid,
226,Operational Cost,981.94,expense,2025-07-14,paid,
226,Service Payment,1033.34,income,2025-01-15,paid,
226,Service Payment,360.72,income,2025-03-17,paid,
226,Operational Cost,587.75,expense,2025-08-10,paid,
226,Operational Cost,265.47,expense,2025-01-25,paid,
226,Service Payment,388.45,income,2025-02-03,paid,
226,Service Payment,887.92,income,2025-02-03,paid,
226,Service Payment,215.52,income,2025-05-09,paid,
226,Service Payment,221.23,income,2025-05-20,paid,
226,Operational Cost,655.57,expense,2025-05-06,paid,
226,Service Payment,296.35,income,2025-08-13,paid,
226,Operational Cost,763.76,expense,2025-05-06,paid,
226,Service Payment,744.42,income,2025-10-27,paid,
226,Operational Cost,988.07,expense,2025-07-18,paid,
226,Service Payment,591.59,income,2025-02-27,paid,
226,Service Payment,681.30,income,2025-08-06,paid,
226,Service Payment,798.10,income,2025-01-26,paid,
226,Operational Cost,506.93,expense,2025-03-16,paid,
226,Service Payment,978.48,income,2025-09-11,paid,
226,Operational Cost,945.13,expense,2025-10-04,paid,
226,Service Payment,497.99,income,2025-10-07,paid,
226,Operational Cost,1030.66,expense,2025-10-07,paid,
226,Service Payment,984.93,income,2025-01-14,paid,
226,Operational Cost,718.24,expense,2025-04-08,paid,
226,Service Payment,993.49,income,2025-10-08,paid,
226,Service Payment,1079.35,income,2025-04-23,paid,
226,Operational Cost,400.38,expense,2025-02-09,paid,
226,Service Payment,648.38,income,2025-05-18,paid,
226,Service Payment,504.36,income,2025-03-03,paid,
226,Operational Cost,506.67,expense,2025-02-13,paid,
226,Operational Cost,685.84,expense,2025-09-10,paid,
226,Service Payment,219.96,income,2025-01-06,paid,
226,Operational Cost,506.75,expense,2025-10-20,paid,
226,Operational Cost,1087.47,expense,2025-09-05,paid,
226,Service Payment,637.47,income,2025-05-02,paid,
226,Service Payment,617.90,income,2025-06-04,paid,
226,Service Payment,694.00,income,2025-08-14,paid,
226,Service Payment,126.84,income,2025-10-04,paid,
226,Service Payment,678.76,income,2025-05-24,paid,
226,Service Payment,116.12,income,2025-08-01,paid,
226,Service Payment,796.10,income,2025-02-27,paid,
226,Operational Cost,397.08,expense,2025-12-08,paid,
226,Service Payment,864.88,income,2025-09-28,paid,
226,Service Payment,862.76,income,2025-10-03,paid,
226,Service Payment,349.40,income,2025-05-11,paid,
226,Service Payment,716.03,income,2025-09-18,paid,
226,Service Payment,632.28,income,2025-11-11,paid,
226,Service Payment,887.78,income,2025-06-01,paid,
226,Service Payment,973.17,income,2025-11-28,paid,
226,Service Payment,107.70,income,2025-03-10,paid,
226,Service Payment,402.26,income,2025-08-08,paid,
226,Service Payment,266.55,income,2025-01-24,paid,
226,Service Payment,872.75,income,2025-08-23,paid,
226,Service Payment,762.95,income,2025-09-29,paid,
226,Service Payment,720.08,income,2025-06-09,paid,
226,Service Payment,968.50,income,2025-05-27,paid,
226,Operational Cost,128.65,expense,2025-03-04,paid,
226,Service Payment,172.78,income,2025-01-14,paid,
226,Operational Cost,632.25,expense,2025-09-25,paid,
226,Service Payment,932.28,income,2025-07-18,paid,
226,Service Payment,313.99,income,2025-02-23,paid,
226,Operational Cost,450.58,expense,2025-10-19,paid,
226,Service Payment,310.12,income,2025-05-12,paid,
226,Service Payment,1054.66,income,2025-12-06,paid,
226,Service Payment,374.38,income,2025-08-12,paid,
226,Service Payment,1065.99,income,2025-04-09,paid,
226,Service Payment,861.81,income,2025-04-05,paid,
226,Service Payment,692.42,income,2025-02-16,paid,
226,Operational Cost,850.83,expense,2025-07-21,paid,
226,Service Payment,998.58,income,2025-08-30,paid,
226,Service Payment,613.52,income,2025-09-09,paid,
226,Service Payment,252.99,income,2025-06-14,paid,
226,Operational Cost,833.76,expense,2025-08-05,paid,
226,Service Payment,836.77,income,2025-03-03,paid,
226,Service Payment,977.22,income,2025-10-30,paid,
226,Service Payment,822.99,income,2025-08-14,paid,
226,Service Payment,741.12,income,2025-07-11,paid,
226,Service Payment,728.37,income,2025-01-28,paid,
226,Service Payment,906.84,income,2025-10-12,paid,
226,Service Payment,853.19,income,2025-01-17,paid,
226,Operational Cost,431.79,expense,2025-05-29,paid,
226,Operational Cost,515.24,expense,2025-11-18,paid,
226,Operational Cost,952.43,expense,2025-10-13,paid,
226,Service Payment,169.79,income,2025-08-15,paid,
226,Service Payment,877.62,income,2025-01-16,paid,
226,Service Payment,766.12,income,2025-05-03,paid,
226,Service Payment,199.50,income,2025-04-26,paid,
226,Operational Cost,384.33,expense,2025-10-02,paid,
226,Service Payment,1033.69,income,2025-09-27,paid,
226,Service Payment,447.53,income,2025-01-12,paid,
226,Operational Cost,1067.17,expense,2025-07-23,paid,
226,Operational Cost,727.15,expense,2025-01-06,paid,
226,Service Payment,179.03,income,2025-07-03,paid,
226,Operational Cost,644.07,expense,2025-07-09,paid,
226,Operational Cost,120.59,expense,2025-10-19,paid,
226,Service Payment,677.38,income,2025-07-06,paid,
226,Service Payment,1006.91,income,2025-01-06,paid,
226,Operational Cost,827.99,expense,2025-02-23,paid,
226,Service Payment,529.13,income,2025-06-14,paid,
226,Service Payment,728.27,income,2025-09-09,paid,
226,Service Payment,193.14,income,2025-05-30,paid,
226,Service Payment,355.91,income,2025-01-06,paid,
226,Operational Cost,586.39,expense,2025-03-07,paid,
226,Service Payment,721.98,income,2025-09-24,paid,
226,Service Payment,727.04,income,2025-04-08,paid,
226,Service Payment,167.73,income,2025-03-29,paid,
226,Service Payment,463.82,income,2025-10-29,paid,
226,Service Payment,656.47,income,2025-11-25,paid,
226,Service Payment,763.03,income,2025-10-09,paid,
226,Service Payment,837.36,income,2025-06-06,paid,
226,Operational Cost,372.30,expense,2025-10-19,paid,
226,Service Payment,441.40,income,2025-04-17,paid,
226,Service Payment,792.28,income,2025-08-04,paid,
226,Service Payment,805.85,income,2025-07-06,paid,
226,Service Payment,123.42,income,2025-05-09,paid,
226,Service Payment,869.34,income,2025-11-30,paid,
226,Service Payment,430.91,income,2025-04-01,paid,
226,Service Payment,1034.09,income,2025-03-04,paid,
226,Service Payment,845.78,income,2025-06-20,paid,
226,Service Payment,801.45,income,2025-01-02,paid,
226,Service Payment,939.52,income,2025-11-21,paid,
226,Service Payment,216.86,income,2025-05-20,paid,
226,Operational Cost,954.57,expense,2025-01-22,paid,
226,Service Payment,318.37,income,2025-06-09,paid,
226,Service Payment,182.75,income,2025-06-15,paid,
226,Service Payment,522.89,income,2025-04-10,paid,
226,Service Payment,592.01,income,2025-10-26,paid,
226,Service Payment,617.93,income,2025-09-09,paid,
226,Operational Cost,231.90,expense,2025-03-18,paid,
226,Service Payment,1070.14,income,2025-06-12,paid,
226,Operational Cost,834.29,expense,2025-05-16,paid,
226,Service Payment,848.79,income,2025-02-17,paid,
226,Service Payment,369.34,income,2025-07-11,paid,
226,Operational Cost,463.91,expense,2025-09-06,paid,
226,Service Payment,272.41,income,2025-03-27,paid,
226,Service Payment,624.61,income,2025-04-06,paid,
226,Operational Cost,541.33,expense,2025-10-09,paid,
226,Service Payment,1092.77,income,2025-09-14,paid,
226,Service Payment,793.48,income,2025-12-02,paid,
226,Service Payment,311.42,income,2025-09-26,paid,
226,Service Payment,202.29,income,2025-06-30,paid,
226,Service Payment,1019.40,income,2025-08-26,paid,
226,Service Payment,699.92,income,2025-01-12,paid,
226,Operational Cost,535.83,expense,2025-02-25,paid,
226,Service Payment,485.22,income,2025-09-18,paid,
226,Service Payment,603.61,income,2025-06-10,paid,
226,Operational Cost,604.21,expense,2025-09-22,paid,
226,Service Payment,540.87,income,2025-12-07,paid,
226,Operational Cost,127.20,expense,2025-02-28,paid,
226,Service Payment,139.00,income,2025-08-06,paid,
226,Service Payment,911.71,income,2025-11-06,paid,
226,Service Payment,826.53,income,2025-08-05,paid,
226,Operational Cost,662.86,expense,2025-12-07,paid,
226,Operational Cost,127.30,expense,2025-01-04,paid,
226,Service Payment,190.24,income,2025-07-30,paid,
226,Service Payment,198.39,income,2025-07-20,paid,
226,Operational Cost,562.75,expense,2025-10-23,paid,
226,Service Payment,281.80,income,2025-01-13,paid,
226,Service Payment,780.92,income,2025-04-02,paid,
226,Service Payment,854.41,income,2025-04-20,paid,
226,Service Payment,694.53,income,2025-01-16,paid,
226,Operational Cost,305.07,expense,2025-09-14,paid,
226,Service Payment,307.40,income,2025-01-08,paid,
226,Operational Cost,232.21,expense,2025-05-26,paid,
226,Service Payment,121.09,income,2025-05-14,paid,
226,Operational Cost,481.85,expense,2025-09-13,paid,
226,Service Payment,531.72,income,2025-08-10,paid,
226,Service Payment,701.18,income,2025-10-14,paid,
226,Service Payment,829.22,income,2025-06-06,paid,
226,Service Payment,382.13,income,2025-07-01,paid,
226,Service Payment,1040.00,income,2025-02-11,paid,
226,Operational Cost,350.73,expense,2025-07-16,paid,
226,Service Payment,721.40,income,2025-04-25,paid,
226,Operational Cost,334.73,expense,2025-02-24,paid,
226,Service Payment,615.91,income,2025-09-24,paid,
226,Service Payment,951.66,income,2025-04-20,paid,
226,Service Payment,146.49,income,2025-07-06,paid,
226,Operational Cost,782.49,expense,2025-10-20,paid,
226,Operational Cost,230.54,expense,2025-04-18,paid,
226,Service Payment,270.44,income,2025-04-16,paid,
226,Operational Cost,835.83,expense,2025-01-06,paid,
226,Service Payment,983.07,income,2025-07-09,paid,
226,Service Payment,940.36,income,2025-10-27,paid,
226,Service Payment,814.01,income,2025-06-19,paid,
226,Service Payment,241.70,income,2025-06-16,paid,
226,Service Payment,1034.79,income,2025-04-24,paid,
226,Operational Cost,567.00,expense,2025-10-24,paid,
226,Operational Cost,352.53,expense,2025-03-18,paid,
226,Service Payment,1008.45,income,2025-11-28,paid,
226,Service Payment,207.45,income,2025-08-05,paid,
226,Operational Cost,1033.75,expense,2025-05-12,paid,
226,Service Payment,860.89,income,2025-07-04,paid,
226,Operational Cost,432.76,expense,2025-10-09,paid,
226,Service Payment,788.37,income,2025-04-13,paid,
226,Service Payment,977.61,income,2025-07-04,paid,
226,Operational Cost,743.52,expense,2025-06-19,paid,
226,Operational Cost,473.68,expense,2025-10-24,paid,
226,Service Payment,242.92,income,2025-11-19,paid,
226,Service Payment,586.55,income,2025-08-11,paid,
226,Operational Cost,1086.53,expense,2025-10-04,paid,
226,Service Payment,843.80,income,2025-10-28,paid,
226,Service Payment,295.58,income,2025-09-05,paid,
226,Service Payment,655.09,income,2025-01-24,paid,
226,Service Payment,861.61,income,2025-03-03,paid,
226,Service Payment,873.97,income,2025-10-26,paid,
226,Service Payment,242.70,income,2025-10-17,paid,
